Certificate of Inspection,Inspection Number,Date of Occurance,Business Unique ID,Business Name,DBA Trade Name,Business Category,Inspection type,Device Category,Device Class,Device Type,Devices Inspected,Devices Approved,Devices Condemned/Confiscated,Address Type,Building Number,Street Name,Street Name 2,Unit Type,Unit,City,State,Postcode,Borough,Community Board,Council District,BIN,BBL,NTA,Latitude,Longitude
A0206334,INS-000817959,01/06/2025,BA-1545133-2022,SPRAGUE OPERATING RESOURCES LLC,,Fuel Oil Dealer - 814,WAM - Petroleum,Fuel Oil,Fuel Oil Meter Test,Petrol Meter Type B,1,1,0,Complete Address,245,MESEROLE AVE,,,,BROOKLYN,NY,11222,Brooklyn,301,33,3065442,3026040001,BK76,40.72923191,-73.94616813
A0207751,INS-000820653,01/15/2025,BA-1276186-2022,"KLEEN PANDA, LLC",,Retail Laundry,Scale,Scale,Laundry Scales,Computing Scale - 02,1,1,0,Complete Address,113,E TREMONT AVE,,,,BRONX,NY,10453,Bronx,205,14,2007656,2028070032,BX41,40.85060943,-73.90728503
A0205931,INS-000817215,01/02/2025,BA-1459916-2022,R & M GAS INC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Petrol Pump Blend,4,4,0,Complete Address,594,JAMAICA AVE,,,,BROOKLYN,NY,11208,Brooklyn,305,37,3086478,3039040001,BK83,40.68544071,-73.8820118
A0206146,INS-000817579,01/03/2025,BA-1294514-2022,KWONS CORP,,Supermarket - 819,Scale,Scale,Scale Inspection,Pre-pack Scale - 01,6,6,0,Complete Address,2902,UNION ST,,,,FLUSHING,NY,11354,Queens,407,20,4100730,4043430090,QN22,40.7717509,-73.82658454
A0207507,INS-000820238,01/14/2025,BA-1575589-2023,STADIUM STATION INC.,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Complete Address,1133,JEROME AVE,,,,BRONX,NY,10452,Bronx,204,16,2003071,2025050074,BX26,40.83502349,-73.92402407
A0206195,INS-000817676,01/03/2025,BA-1206126-2022,EVERARDO RAMOS,PLAZA XOCHIMILCO I,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,3,3,0,Complete Address,5518,5TH AVE,,,,BROOKLYN,NY,11220,Brooklyn,307,38,3014970,3008310044,BK32,40.64215488,-74.01340077
A0206265,INS-000817781,01/03/2025,BA-1222448-2022,CHORIZOS MEATS CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,5822,5TH AVE,,,,BROOKLYN,NY,11220,Brooklyn,307,38,3016012,3008550045,BK32,40.64045838,-74.01516601
A0205462,INS-000816225,12/27/2024,BA-1717640-2024,JAY FOOD CORP,BRAVO SUPERMARKET,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,4,4,0,Complete Address,14428,LAKEWOOD AVE,,,,JAMAICA,NY,11435,Queens,412,28,4257851,4119320029,QN01,40.68961261,-73.80354733
A0208565,INS-000822357,01/23/2025,BA-1121720-2022,"AHMED, ADAM",Adam's Deli,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,239,BEDFORD PARK BLVD,,,,BRONX,NY,10458,Bronx,207,11,2092505,2033030046,BX05,40.87114333,-73.88665755
A0206692,INS-000818720,01/09/2025,BA-1128072-2022,2071 CLOVE DELI CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,2071,CLOVE RD,,,,STATEN ISLAND,NY,10304,Staten Island,502,50,5112655,5029210006,SI14,40.60403571,-74.08371149
A0205348,INS-000816024,12/26/2024,BA-1717557-2024,LUCKY HOPE LAUNDRY INC.,,Retail Laundry,Scale,Scale,Laundry Scales,Platform Scale - 02,1,1,0,Complete Address,1416,CONEY ISLAND AVE,,,,BROOKLYN,NY,11230,Brooklyn,312,44,3171287,3065310034,BK43,40.62300539,-73.96484884
A0208594,INS-000822397,01/23/2025,BA-1595359-2023,SABANETA 046 GROCERY CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,1068,NOSTRAND AVE,,,,BROOKLYN,NY,11225,Brooklyn,309,40,3035364,3013290043,BK60,40.66198441,-73.95078196
A0206137,INS-000817560,01/03/2025,BA-1341194-2022,"LAFAYETTE MARKET, INC.",,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,17,17,0,Complete Address,325,LAFAYETTE AVE,,,,BROOKLYN,NY,11238,Brooklyn,302,35,3055380,3019337501,BK69,40.68859396,-73.96256782
A0208338,INS-000821976,01/22/2025,BA-1248176-2022,CRESCENT FOOD CORPORATION,TRADE FAIR,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,5,5,0,Complete Address,2355,BROADWAY,,,,ASTORIA,NY,11106,Queens,401,22,4006566,4005670001,QN70,40.76429838,-73.92999977
A0206118,INS-000817528,01/03/2025,BA-1675704-2023,GLENDA FOOD CORP.,,Supermarket - 819,Scale,Scale,Scale Inspection,Customer Scale - 01,2,2,0,Complete Address,592,FORT WASHINGTON AVE,,,,NEW YORK,NY,10033,Manhattan,112,10,1064398,1021800044,MN35,40.854645,-73.9370223
A0208468,INS-000822200,01/23/2025,BA-1614831-2023,"IVORY BAGELS, INC",,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,43-05,BROADWAY,,,,ASTORIA,NY,11103,Queens,401,22,4011889,4006930106,QN70,40.75778705,-73.91645624
A0207262,INS-000819798,01/14/2025,BA-1444218-2022,OURI'S MARKET INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,9,9,0,Complete Address,427,AVENUE U,,,,BROOKLYN,NY,11223,Brooklyn,315,44,3191789,3071060038,BK25,40.59753742,-73.96824351
A0206686,INS-000818708,01/09/2025,BA-1329737-2022,IKRAVEIT FOODS MARKET CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,3402,30TH ST,,,,ASTORIA,NY,11106,Queens,401,22,4007355,4005850029,QN70,40.75979868,-73.92826463
A0207837,INS-000820791,01/16/2025,BA-1105025-2022,1331 MEAT & PRODUCE CORP.,SHOP FAIR,Supermarket - 819,Scale,Scale,Scale Inspection,Pre-pack Scale - 01,2,2,0,Complete Address,1331,SAINT NICHOLAS AVE,,,,NEW YORK,NY,10033,Manhattan,112,10,1063552,1021440049,MN36,40.84644317,-73.93584093
A0206962,INS-000819222,01/10/2025,BA-1429125-2022,MERRICK MEAT MARKET INC,,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,10,10,0,Complete Address,10830,MERRICK BLVD,,,,JAMAICA,NY,11433,Queens,412,27,4216668,4101780125,QN01,40.6977117,-73.7861878
A0208284,INS-000828667,01/22/2025,BA-1549099-2022,RIVERDALE MEAT & PRODUCE CORP.,C-TOWN,Supermarket - 819,Scale,Scale,Scale Inspection,Pre-pack Scale - 01,3,3,0,Complete Address,5249,BROADWAY,,,,BRONX,NY,10463,Bronx,208,10,1064687,1022150593,MN01,40.87553234,-73.90858819
A0208271,INS-000821836,01/22/2025,BA-1221817-2022,FIVE BORO FUEL OIL LTD,T17,Fuel Oil Dealer - 814,WAM - Petroleum,Fuel Oil,Fuel Oil Meter Test,Petrol Meter Type A,1,0,1,Complete Address,245,MESEROLE AVE,,,,BROOKLYN,NY,11222,Brooklyn,301,33,3065442,3026040001,BK76,40.72923191,-73.94616813
A0205418,INS-000816164,12/27/2024,BA-1459870-2022,"NAMDOR, INC.",,Supermarket - 819,Scale,Scale,Scale Inspection,Pre-pack Scale - 01,2,2,0,Complete Address,2704,BROADWAY,,,,NEW YORK,NY,10025,Manhattan,107,07,1056563,1018757501,MN12,40.79943967,-73.96836029
A0205538,INS-000816357,12/27/2024,BA-1656335-2023,"SILVER & WHITE MARKETS, INC.",,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,10,10,0,Complete Address,278,PARK AVE S,,,,NEW YORK,NY,10010,Manhattan,105,02,1068310,1008507503,MN13,40.73939935,-73.98695136
A0205417,INS-000816163,12/27/2024,BA-1161621-2022,DOLEH 919 FOOD CORP,KEY FOOD,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,14,14,0,Complete Address,3485,NEPTUNE AVE,,,,BROOKLYN,NY,11224,Brooklyn,313,47,3426147,3069790100,BK21,40.57703813,-74.0019331
A0208902,INS-000822840,01/24/2025,BA-1645159-2023,TARIQ HALAL MEAT AND GROCERY INC.,TARIQ HALAL MEAT AND GROCERY,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,7259,KISSENA BLVD,,,,FLUSHING,NY,11367,Queens,408,24,4314830,4068050049,QN38,40.72757538,-73.81335729
A0205475,INS-000816252,12/27/2024,BA-1327988-2022,JL PLUM TREE LLC,PLUM TREE,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,4,4,0,Complete Address,1156,FLATBUSH AVENUE,,BLDG,GROUND,BROOKLYN,NY,11226,Brooklyn,314,40,3119576,3051860001,BK42,40.64214223,-73.95725736
A0205181,INS-000815717,12/26/2024,BA-1507780-2022,S.J.D. LAUNDROMAT INC,,Retail Laundry,Scale,Scale,Laundry Scales,Platform Scale - 02,1,1,0,Complete Address,786,COURTLANDT AVE,,,,BRONX,NY,10451,Bronx,201,17,2001739,2024040003,BX34,40.82247238,-73.91675802
A0208328,INS-000821966,01/22/2025,BA-1717853-2024,TAVARES MINI MARKET INC.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,66,HENDRIX ST,,,,BROOKLYN,NY,11207,Brooklyn,305,37,3389673,3039180013,BK83,40.68071801,-73.89144471
A0132593,INS-000661652,08/23/2023,BA-1110472-2022,3412 V & F FOOD CORP.,C-TOWN SUPERMARKET,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,13,13,0,Complete Address,3412,34TH AVE,,,,ASTORIA,NY,11106,Queens,401,26,4009629,4006420030,QN70,40.7584542,-73.92467089
A0205247,INS-000815830,12/26/2024,BA-1115891-2022,97-10 QUEENS BLVD STORE LLC,,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,16,16,0,Complete Address,9710,QUEENS BLVD,,,,REGO PARK,NY,11374,Queens,406,30,4072141,4030840002,QN18,40.72919212,-73.85983151
A0207315,INS-000819891,01/14/2025,BA-1644621-2023,"GARDEN OF EDEN GOURMET, INC",GARDEN OF EDEN,Supermarket - 819,Scale,Scale,Scale Inspection,Customer Scale - 01,1,1,0,Complete Address,7,E 14TH ST,,,,NEW YORK,NY,10003,Manhattan,105,02,1016062,1008420007,MN13,40.73585916,-73.99324509
A0206747,INS-000818814,01/09/2025,BA-1121065-2022,A.S. & R PETROLEUM INC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,3,0,3,Complete Address,5914,RIVERDALE AVE,,,,BRONX,NY,10471,Bronx,208,11,2085310,2058710536,BX22,40.90740534,-73.90394262
A0205280,INS-000815434,12/26/2024,BA-1514015-2022,"VALLEY GAS, INC.",,Gas Station-Retail - 815,WAM - Other,Gas Station,Gas Pumps,Petrol Pump Blend,6,6,0,Complete Address,6937,AMBOY RD,,,,STATEN ISLAND,NY,10309,Staten Island,503,51,5107880,5080070047,SI11,40.51743678,-74.23170783
A0208517,INS-000822268,01/23/2025,BA-1115227-2022,119 Castle Corp,U-One Market,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,2,2,0,Complete Address,119,UNIVERSITY PL,,,,NEW YORK,NY,10003,Manhattan,102,02,1009214,1005650005,MN23,40.7346761,-73.99214106
A0206948,INS-000819196,01/10/2025,BA-1680956-2023,FAMOUS DELI MARKET CORP.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,333,E 138TH ST,,,,BRONX,NY,10454,Bronx,201,08,2000613,2023010052,BX39,40.80997304,-73.92493048
A0206090,INS-000817492,01/03/2025,BA-1704254-2024,513 DELI & GRILL INC.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,513,5TH AVE,,,,BROOKLYN,NY,11215,Brooklyn,306,39,3023192,3010290001,BK37,40.66685809,-73.98822358
A0208738,INS-000822602,01/24/2025,BA-1334735-2022,LA ROTONDA MEAT CORP.,,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,7,7,0,Complete Address,655,STANLEY AVE,,,,BROOKLYN,NY,11207,Brooklyn,305,42,3097682,3043530029,BK82,40.65914542,-73.88440828
A0187093,INS-000781088,09/10/2024,BA-1722135-2025,JD MEATS MARKET CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 02,1,1,0,Complete Address,1411,OGDEN AVE,,,,BRONX,NY,10452,Bronx,204,16,2003567,2025360036,BX26,40.84276899,-73.92391764
A0207948,INS-000821028,01/16/2025,BA-1666727-2023,"Castle Hill Supermarket, Inc","ADI'S SUPERMARKET, INC",Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,3,3,0,Complete Address,1375,CASTLE HILL AVENUE,,,,BRONX,NY,10462,Bronx,209,18,2029042,2039350056,BX46,40.83577162,-73.8521083
A0207886,INS-000820891,01/16/2025,BA-1668453-2023,"LAHORE SERVICE STATION, INC.",BP,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,3,0,3,Complete Address,3602,SNYDER AVE,,,,BROOKLYN,NY,11203,Brooklyn,317,45,3110195,3049070001,BK91,40.64927821,-73.94348301
A0208069,INS-000821302,01/17/2025,BA-1660016-2023,M & D 21 FOOD CORP.,,Supermarket - 819,Scale,Scale,Scale Inspection,Customer Scale - 01,1,1,0,Complete Address,4465,21ST ST,,,,LONG ISLAND CITY,NY,11101,Queens,402,26,4000665,4000780054,QN31,40.74781173,-73.94744154
A0208089,INS-000821368,01/17/2025,BA-1674981-2023,NYC GRILL & DELI CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,191,AVENUE A,,,,NEW YORK,NY,10009,Manhattan,103,02,1077670,1004390028,MN22,40.72894382,-73.98144035
A0207990,INS-000821130,01/16/2025,BA-1119083-2022,A&M FAMILY STORE CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,421,COLUMBIA ST,,,,BROOKLYN,NY,11231,Brooklyn,306,38,3008432,3005340010,BK33,40.67779646,-74.0061758
A0205924,INS-000817203,01/02/2025,BA-1681269-2023,CENTRAL VALLEY DELI INC.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,916,7TH AVE,,,,NEW YORK,NY,10019,Manhattan,105,06,1024904,1010290036,MN17,40.76604155,-73.97967193
A0157741,INS-000723583,03/08/2024,BA-1672559-2023,H MART WOODSIDE LLC,H MART WOODSIDE LLC,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,4,4,0,Complete Address,59-18,WOODSIDE AVENUE,,,,FLUSHING,NY,11377,Queens,402,26,4031220,4013310046,QN63,40.74530901,-73.90528067
A0208503,INS-000822247,01/23/2025,BA-1497840-2022,REVO FOOD CORP.,,Supermarket - 819,Scale,Scale,Scale Inspection,Customer Scale - 01,1,1,0,Complete Address,10802,OTIS AVE,,,,CORONA,NY,11368,Queens,404,21,4048288,4019620001,QN25,40.74122304,-73.85373278
A0203513,INS-000812586,12/12/2024,BA-1722054-2025,OCEAN BAY MARKET INC.,,Supermarket - 819,Scale,Scale,Scale Inspection,Customer Scale - 01,1,1,0,Complete Address,2424,CONEY ISLAND AVE,,,,BROOKLYN,NY,11223,Brooklyn,315,48,3193190,3071360013,BK25,40.59765876,-73.96114963
A0208763,INS-000822635,01/24/2025,BA-1212475-2022,"D & S PRODUCE, INC.",,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,8,8,0,Complete Address,160,E 110TH ST,,,,NEW YORK,NY,10029,Manhattan,111,08,1084325,1016370043,MN33,40.79449524,-73.9436956
A0207672,INS-000820522,01/15/2025,BA-1451784-2022,R.J. CASTLE HILL FOOD CORP,,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,9,9,0,Complete Address,1345,CASTLE HILL AVE,,,,BRONX,NY,10462,Bronx,209,18,2029044,2039350064,BX46,40.83525271,-73.85198658
A0207363,INS-000819980,01/14/2025,BA-1554103-2022,SPEEDWAY LLC,SPEEDWAY #07837,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Petrol Pump Blend,8,8,0,Complete Address,530,UTICA AVE,,,,BROOKLYN,NY,11203,Brooklyn,309,41,3099595,3046030005,BK60,40.66024796,-73.93130198
A0205418,INS-000816164,12/27/2024,BA-1459870-2022,"NAMDOR, INC.",,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,6,6,0,Complete Address,2704,BROADWAY,,,,NEW YORK,NY,10025,Manhattan,107,07,1056563,1018757501,MN12,40.79943967,-73.96836029
A0208074,INS-000821313,01/17/2025,BA-1431879-2022,"MARNOCK RETAIL, LLC",FOODSAVER NY RETAIL,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,9,9,0,Complete Address,402,E 83RD ST,,,,BROOKLYN,NY,11236,Brooklyn,318,42,3221975,3079180111,BK50,40.6431035,-73.91790425
A0207899,INS-000820915,01/16/2025,BA-1106514-2022,70-72 MEAT & PRODUCE CORP.,,Supermarket - 819,Scale,Scale,Scale Inspection,Pre-pack Scale - 01,2,1,1,Complete Address,70,NAGLE AVE,,,,NEW YORK,NY,10040,Manhattan,112,10,1064145,1021720056,MN35,40.86019261,-73.92857931
A0205705,INS-000816817,12/31/2024,BA-1456384-2022,NAUGHTON ENERGY CORP,#10,Fuel Oil Dealer - 814,WAM - Petroleum,Fuel Oil,Fuel Oil Meter Test,Petrol Meter Type A,1,1,0,Complete Address,245,MESEROLE AVE,,,,BROOKLYN,NY,11222,Brooklyn,301,33,3065442,3026040001,BK76,40.72923191,-73.94616813
A0206691,INS-000818717,01/09/2025,BA-1370101-2022,JAG TRANSPORTING INC,25,Fuel Oil Dealer - 814,WAM - Petroleum,Fuel Oil,Fuel Oil Meter Test,Petrol Meter Type B,1,0,1,Complete Address,245,MESEROLE AVE,,,,BROOKLYN,NY,11222,Brooklyn,301,33,3065442,3026040001,BK76,40.72923191,-73.94616813
A0207692,INS-000820554,01/15/2025,BA-1228178-2022,CHERRY GOURMET DELI & GROCERY 1 INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,1575,LEXINGTON AVE,,,,NEW YORK,NY,10029,Manhattan,111,08,1051813,1016280050,MN33,40.78873919,-73.94882485
A0208746,INS-000822613,01/24/2025,BA-1119367-2022,AGUILAR MEAT & PRODUCE INC,KEY FOOD MARKET PLACE,Supermarket - 819,Scale,Scale,Scale Inspection,Customer Scale - 01,1,1,0,Complete Address,15515,AGUILAR AVE,,,,FLUSHING,NY,11367,Queens,408,24,4146999,4067930380,QN38,40.72800668,-73.81358699
A0207877,INS-000820881,01/16/2025,BA-1121539-2022,BOLLA OPERATING CORP.,KINGS EMPIRE C-STORE,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,3,0,3,Complete Address,415,EMPIRE BLVD,,,,BROOKLYN,NY,11225,Brooklyn,309,35,3034557,3013090120,BK63,40.66407218,-73.94846272
A0205751,INS-000816905,12/31/2024,BA-1179723-2022,HO HANSOL CORP.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,2,2,0,Complete Address,15051,NORTHERN BLVD,,,,FLUSHING,NY,11354,Queens,407,20,4113286,4050090034,QN51,40.76514335,-73.81366716
A0207360,INS-000819973,01/14/2025,BA-1681749-2023,NISSAN OF ATLANTIC ENTERPRISES INC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,3,0,3,Complete Address,1802,ATLANTIC AVE,,,,BROOKLYN,NY,11233,Brooklyn,308,36,3035576,3013370008,BK61,40.67739941,-73.93019553
A0206783,INS-000818878,01/09/2025,BA-1426767-2022,"MACARENO, DONACIANO",ST. JAMES DELI & GROCERY,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,3402,34TH AVE,,,,ASTORIA,NY,11106,Queens,401,26,4009628,4006420028,QN70,40.75848169,-73.92472862
A0207458,INS-000820158,01/14/2025,BA-1450752-2022,NEIGHBORHOOD DELI & GROCERY NY INC.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,150,STANTON ST,,,,NEW YORK,NY,10002,Manhattan,103,02,1004344,1003550071,MN27,40.72056192,-73.98552645
A0208553,INS-000822331,01/23/2025,BA-1104553-2022,AMG RETAIL I LLC,AMG #98,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Petrol Pump Blend,10,10,0,Complete Address,441,UTICA AVE,,,,BROOKLYN,NY,11203,Brooklyn,317,41,3327538,3045910001,BK60,40.66264978,-73.93153379
A0190206,INS-000786708,09/25/2024,BA-1234108-2022,FAD OZONE FOOD CORP,GOLDEN FARMS,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,12,12,0,Complete Address,10116,77TH ST,,,,OZONE PARK,NY,11416,Queens,409,32,4188714,4090770025,QN56,40.67997118,-73.86064522
A0208252,INS-000821752,01/21/2025,BA-1670698-2023,K FAMOUS DELI 1 INC.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,807,ASTORIA BLVD,,,,LONG IS CITY,NY,11102,Queens,401,22,4005563,4005090028,QN71,40.77259437,-73.93231614
A0207824,INS-000820761,01/16/2025,BA-1618274-2023,102-14 FOOD CORP.,KEY FOOD,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,4,4,0,Complete Address,10214,37TH AVE,,,,CORONA,NY,11368,Queens,403,21,4044220,4017680009,QN26,40.75306412,-73.86515918
A0164346,INS-000735414,04/18/2024,BA-1202847-2022,"CHUNG FAT SUPERMARKET, INC.",,Supermarket - 819,Scale,Scale,Scale Inspection,Pre-pack Scale - 01,1,1,0,Complete Address,4182,MAIN ST,,,,FLUSHING,NY,11355,Queens,407,20,4115370,4051210037,QN22,40.75595778,-73.82851703
A0206861,INS-000819029,01/09/2025,BA-1339489-2022,JAI SAI CORP.,CONVENIENT FOOD MART,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,2,NEW DORP LN,,,,STATEN ISLAND,NY,10306,Staten Island,502,50,5057251,5041910031,SI45,40.57574888,-74.1196807
A0206812,INS-000818934,01/09/2025,BA-1097516-2022,"BAYSIDE BAGEL WORKS, INC.",,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,21503,73RD AVE,,,,OAKLAND GARDENS,NY,11364,Queens,411,23,4163155,4076380001,QN42,40.74058635,-73.75908269
A0208217,INS-000821691,01/21/2025,BA-1653578-2023,SOUK EL-SHATER INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,2,2,0,Complete Address,43-03,QUEENS BOULEVARD,,,,SUNNYSIDE,NY,11104,Queens,402,26,4001924,4001620007,QN31,40.74347387,-73.92132442
A0205830,INS-000817048,01/02/2025,BA-1689490-2024,Very Berry Fresh Market Inc.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Pre-pack Scale - 01,1,1,0,Complete Address,2901,BROADWAY,,,,ASTORIA,NY,11106,Queens,401,22,4007473,4005880008,QN70,40.76267703,-73.92686091
A0207999,INS-000821147,01/16/2025,BA-1719128-2025,"MOTHER MOUSSE BAKERY, INC.",,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,3767D,VICTORY BLVD,,,,STATEN ISLAND,NY,10314,Staten Island,502,50,,,SI05,40.59760184,-74.18134972
A0207828,INS-000820771,01/16/2025,BA-1440972-2022,NADINE FOOD CORP.,,Supermarket - 819,Scale,Scale,Scale Inspection,Pre-pack Scale - 01,8,8,0,Complete Address,9910,ASTORIA BLVD,,,,EAST ELMHURST,NY,11369,Queens,403,21,4033032,4013790045,QN27,40.76211377,-73.8701188
A0207634,INS-000820462,01/15/2025,BA-1551632-2022,S.T. YASSINE CORP.,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,4,0,4,Complete Address,941,ATLANTIC AVE,,,,BROOKLYN,NY,11238,Brooklyn,302,35,3057818,3020180046,BK69,40.680535,-73.96163494
A0207643,INS-000820475,01/15/2025,BA-1718995-2025,VIEJO DELI CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,845,MCDONALD AVE,,,,BROOKLYN,NY,11218,Brooklyn,312,40,3127026,3053950060,BK88,40.63369406,-73.97769464
A0205944,INS-000817243,01/02/2025,BA-1425558-2022,PAULS AUTO MAINTENANCE CENTER LTD,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Octane Sample,2,0,2,Complete Address,4310,31ST AVE,,,,ASTORIA,NY,11103,Queens,401,22,4011898,4006940004,QN70,40.76009946,-73.91452576
A0206264,INS-000817778,01/03/2025,BA-1548320-2022,SAINT MARY CORP,SOUTH SHORE HOT BAGELS,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,4882,ARTHUR KILL RD,,,,STATEN ISLAND,NY,10309,Staten Island,503,51,5132658,5075840060,SI11,40.52320746,-74.23922023
A0208631,INS-000822452,01/23/2025,BA-1431757-2022,R.S.V SERVICE STATION INC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Petrol Pump Diesel,2,2,0,Complete Address,164,WILLIS AVE,,,,BRONX,NY,10454,Bronx,201,08,2102175,2022800001,BX39,40.80725255,-73.92422193
A0206747,INS-000818814,01/09/2025,BA-1121065-2022,A.S. & R PETROLEUM INC,,Gas Station-Retail - 815,WAM - Petroleum,Gas Station,Gas Pumps,Petrol Pump Blend,4,4,0,Complete Address,5914,RIVERDALE AVE,,,,BRONX,NY,10471,Bronx,208,11,2085310,2058710536,BX22,40.90740534,-73.90394262
A0207682,INS-000820532,01/15/2025,BA-1419857-2022,MSNY Market Inc,Great Wall Supermarket,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Customer Scale - 01,1,1,0,Complete Address,4179,MAIN ST,,,,FLUSHING,NY,11355,Queens,407,20,4314732,4051340005,QN22,40.75573693,-73.82766937
A0206271,INS-000812967,01/03/2025,BA-1665646-2023,Gem Financial Services Inc.,,Pawnbroker - 080,Scale,Scale,Scale Inspection,Computing Scale - 01,2,2,0,Complete Address,700,E TREMONT AVE,,BLDG,1,BRONX,NY,10457,Bronx,206,15,2009973,2029500051,BX17,40.84532807,-73.89097729
A0207839,INS-000820804,01/16/2025,BA-1559765-2022,"RJM MINIMARKET, CORP.",,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,Complete Address,1422,FLATBUSH AVE,,,,BROOKLYN,NY,11210,Brooklyn,314,45,3121631,3052490040,BK42,40.63585137,-73.95086969
